CBSA Code,County/County Equivalent,ST,State Name,County_ST,CBSA Title,Metropolitan/Micropolitan Statistical Area,2012 pop estimate,,
25720,Wasatch County,UT,Utah,Wasatch County UT,"Heber, UT",Micropolitan Statistical Area,"25,273",,
25740,Jefferson County,MT,Montana,Jefferson County MT,"Helena, MT",Micropolitan Statistical Area,"11,401",,
25740,Lewis and Clark County,MT,Montana,Lewis and Clark County MT,"Helena, MT",Micropolitan Statistical Area,"64,876",,
25760,Phillips County,AR,Arkansas,Phillips County AR,"Helena-West Helena, AR",Micropolitan Statistical Area,"20,784",,
25780,Vance County,NC,North Carolina,Vance County NC,"Henderson, NC",Micropolitan Statistical Area,"45,132",,
25820,Deaf Smith County,TX,Texas,Deaf Smith County TX,"Hereford, TX",Micropolitan Statistical Area,"19,360",,
25840,Morrow County,OR,Oregon,Morrow County OR,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,"11,244",,
25840,Umatilla County,OR,Oregon,Umatilla County OR,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,"76,820",,
25860,Alexander County,NC,North Carolina,Alexander County NC,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"36,853",,
25860,Caldwell County,NC,North Carolina,Caldwell County NC,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"81,930",,
25860,Burke County,NC,North Carolina,Burke County NC,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"90,505",,
25860,Catawba County,NC,North Carolina,Catawba County NC,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,"154,339",,
25880,Hillsdale County,MI,Michigan,Hillsdale County MI,"Hillsdale, MI",Micropolitan Statistical Area,"46,229",,
25900,Hawaii County,HI,Hawaii,Hawaii County HI,"Hilo, HI",Micropolitan Statistical Area,"189,191",,
25940,Jasper County,SC,South Carolina,Jasper County SC,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,"25,833",,
25940,Beaufort County,SC,South Carolina,Beaufort County SC,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan Statistical Area,"168,049",,
25980,Long County,GA,Georgia,Long County GA,"Hinesville, GA",Metropolitan Statistical Area,"16,048",,
25980,Liberty County,GA,Georgia,Liberty County GA,"Hinesville, GA",Metropolitan Statistical Area,"65,471",,
26020,Lea County,NM,New Mexico,Lea County NM,"Hobbs, NM",Micropolitan Statistical Area,"66,338",,
26090,Allegan County,MI,Michigan,Allegan County MI,"Holland, MI",Micropolitan Statistical Area,"112,039",,
26140,Citrus County,FL,Florida,Citrus County FL,"Homosassa Springs, FL",Metropolitan Statistical Area,"139,360",,
26220,Hood River County,OR,Oregon,Hood River County OR,"Hood River, OR",Micropolitan Statistical Area,"22,584",,
26300,Garland County,AR,Arkansas,Garland County AR,"Hot Springs, AR",Metropolitan Statistical Area,"96,903",,
26340,Keweenaw County,MI,Michigan,Keweenaw County MI,"Houghton, MI",Micropolitan Statistical Area,"2,215",,
26340,Houghton County,MI,Michigan,Houghton County MI,"Houghton, MI",Micropolitan Statistical Area,"36,520",,
26380,Lafourche Parish,LA,Louisiana,Lafourche Parish LA,"Houma-Thibodaux, LA",Metropolitan Statistical Area,"97,029",,
26380,Terrebonne Parish,LA,Louisiana,Terrebonne Parish LA,"Houma-Thibodaux, LA",Metropolitan Statistical Area,"111,893",,
26420,Austin County,TX,Texas,Austin County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"28,618",,
26420,Chambers County,TX,Texas,Chambers County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"36,196",,
26420,Waller County,TX,Texas,Waller County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"44,357",,
26420,Liberty County,TX,Texas,Liberty County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"76,571",,
26420,Galveston County,TX,Texas,Galveston County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"300,484",,
26420,Brazoria County,TX,Texas,Brazoria County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"324,769",,
26420,Montgomery County,TX,Texas,Montgomery County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"485,047",,
26420,Fort Bend County,TX,Texas,Fort Bend County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"627,293",,
26420,Harris County,TX,Texas,Harris County TX,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,"4,253,700",,
26460,Columbia County,NY,New York,Columbia County NY,"Hudson, NY",Micropolitan Statistical Area,"62,499",,
26500,Huntingdon County,PA,Pennsylvania,Huntingdon County PA,"Huntingdon, PA",Micropolitan Statistical Area,"45,943",,
26540,Huntington County,IN,Indiana,Huntington County IN,"Huntington, IN",Micropolitan Statistical Area,"36,987",,
26580,Lincoln County,WV,West Virginia,Lincoln County WV,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"21,627",,
26580,Greenup County,KY,Kentucky,Greenup County KY,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"36,707",,
26580,Wayne County,WV,West Virginia,Wayne County WV,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"41,649",,
26580,Boyd County,KY,Kentucky,Boyd County KY,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"49,164",,
26580,Putnam County,WV,West Virginia,Putnam County WV,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"56,435",,
26580,Lawrence County,OH,Ohio,Lawrence County OH,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"62,109",,
26580,Cabell County,WV,West Virginia,Cabell County WV,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,"96,974",,
26620,Limestone County,AL,Alabama,Limestone County AL,"Huntsville, AL",Metropolitan Statistical Area,"87,654",,
26620,Madison County,AL,Alabama,Madison County AL,"Huntsville, AL",Metropolitan Statistical Area,"343,080",,
26660,Trinity County,TX,Texas,Trinity County TX,"Huntsville, TX",Micropolitan Statistical Area,"14,309",,
26660,Walker County,TX,Texas,Walker County TX,"Huntsville, TX",Micropolitan Statistical Area,"68,408",,
26700,Beadle County,SD,South Dakota,Beadle County SD,"Huron, SD",Micropolitan Statistical Area,"17,753",,
26740,Reno County,KS,Kansas,Reno County KS,"Hutchinson, KS",Micropolitan Statistical Area,"64,438",,
26780,McLeod County,MN,Minnesota,McLeod County MN,"Hutchinson, MN",Micropolitan Statistical Area,"36,053",,
26820,Butte County,ID,Idaho,Butte County ID,"Idaho Falls, ID",Metropolitan Statistical Area,"2,740",,
26820,Jefferson County,ID,Idaho,Jefferson County ID,"Idaho Falls, ID",Metropolitan Statistical Area,"26,684",,
26820,Bonneville County,ID,Idaho,Bonneville County ID,"Idaho Falls, ID",Metropolitan Statistical Area,"106,684",,
26860,Indiana County,PA,Pennsylvania,Indiana County PA,"Indiana, PA",Micropolitan Statistical Area,"88,218",,
26900,Brown County,IN,Indiana,Brown County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"15,083",,
26900,Putnam County,IN,Indiana,Putnam County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"37,750",,
26900,Shelby County,IN,Indiana,Shelby County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"44,471",,
26900,Boone County,IN,Indiana,Boone County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"58,944",,
26900,Morgan County,IN,Indiana,Morgan County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"69,356",,
26900,Hancock County,IN,Indiana,Hancock County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"70,933",,
26900,Madison County,IN,Indiana,Madison County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"130,348",,
26900,Johnson County,IN,Indiana,Johnson County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"143,191",,
26900,Hendricks County,IN,Indiana,Hendricks County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"150,434",,
26900,Hamilton County,IN,Indiana,Hamilton County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"289,495",,
26900,Marion County,IN,Indiana,Marion County IN,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,"918,977",,
26940,Sunflower County,MS,Mississippi,Sunflower County MS,"Indianola, MS",Micropolitan Statistical Area,"28,431",,
26960,Ionia County,MI,Michigan,Ionia County MI,"Ionia, MI",Micropolitan Statistical Area,"63,941",,
26980,Washington County,IA,Iowa,Washington County IA,"Iowa City, IA",Metropolitan Statistical Area,"21,914",,
26980,Johnson County,IA,Iowa,Johnson County IA,"Iowa City, IA",Metropolitan Statistical Area,"136,317",,
27020,Florence County,WI,Wisconsin,Florence County WI,"Iron Mountain, MI-WI",Micropolitan Statistical Area,"4,482",,
27020,Dickinson County,MI,Michigan,Dickinson County MI,"Iron Mountain, MI-WI",Micropolitan Statistical Area,"26,220",,
27060,Tompkins County,NY,New York,Tompkins County NY,"Ithaca, NY",Metropolitan Statistical Area,"102,554",,
27100,Jackson County,MI,Michigan,Jackson County MI,"Jackson, MI",Metropolitan Statistical Area,"160,309",,
27140,Simpson County,MS,Mississippi,Simpson County MS,"Jackson, MS",Metropolitan Statistical Area,"27,374",,
27140,Yazoo County,MS,Mississippi,Yazoo County MS,"Jackson, MS",Metropolitan Statistical Area,"28,195",,
27140,Copiah County,MS,Mississippi,Copiah County MS,"Jackson, MS",Metropolitan Statistical Area,"28,955",,
27140,Madison County,MS,Mississippi,Madison County MS,"Jackson, MS",Metropolitan Statistical Area,"98,468",,
27140,Rankin County,MS,Mississippi,Rankin County MS,"Jackson, MS",Metropolitan Statistical Area,"145,165",,
27140,Hinds County,MS,Mississippi,Hinds County MS,"Jackson, MS",Metropolitan Statistical Area,"248,643",,
27160,Jackson County,OH,Ohio,Jackson County OH,"Jackson, OH",Micropolitan Statistical Area,"32,954",,
27180,Crockett County,TN,Tennessee,Crockett County TN,"Jackson, TN",Metropolitan Statistical Area,"14,623",,
27180,Chester County,TN,Tennessee,Chester County TN,"Jackson, TN",Metropolitan Statistical Area,"17,171",,
27180,Madison County,TN,Tennessee,Madison County TN,"Jackson, TN",Metropolitan Statistical Area,"98,656",,
27220,Teton County,ID,Idaho,Teton County ID,"Jackson, WY-ID",Micropolitan Statistical Area,"10,052",,
27220,Teton County,WY,Wyoming,Teton County WY,"Jackson, WY-ID",Micropolitan Statistical Area,"21,675",,
27260,Baker County,FL,Florida,Baker County FL,"Jacksonville, FL",Metropolitan Statistical Area,"27,086",,
27260,Nassau County,FL,Florida,Nassau County FL,"Jacksonville, FL",Metropolitan Statistical Area,"74,629",,
27260,Clay County,FL,Florida,Clay County FL,"Jacksonville, FL",Metropolitan Statistical Area,"194,345",,
27260,St. Johns County,FL,Florida,St. Johns County FL,"Jacksonville, FL",Metropolitan Statistical Area,"202,188",,
27260,Duval County,FL,Florida,Duval County FL,"Jacksonville, FL",Metropolitan Statistical Area,"879,602",,
27300,Scott County,IL,Illinois,Scott County IL,"Jacksonville, IL",Micropolitan Statistical Area,"5,290",,
27300,Morgan County,IL,Illinois,Morgan County IL,"Jacksonville, IL",Micropolitan Statistical Area,"35,272",,
27340,Onslow County,NC,North Carolina,Onslow County NC,"Jacksonville, NC",Metropolitan Statistical Area,"183,263",,
27380,Cherokee County,TX,Texas,Cherokee County TX,"Jacksonville, TX",Micropolitan Statistical Area,"51,206",,
27420,Stutsman County,ND,North Dakota,Stutsman County ND,"Jamestown, ND",Micropolitan Statistical Area,"20,934",,
27460,Chautauqua County,NY,New York,Chautauqua County NY,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,"133,539",,
27500,Rock County,WI,Wisconsin,Rock County WI,"Janesville-Beloit, WI",Metropolitan Statistical Area,"160,418",,
27540,Pike County,IN,Indiana,Pike County IN,"Jasper, IN",Micropolitan Statistical Area,"12,766",,
27540,Dubois County,IN,Indiana,Dubois County IN,"Jasper, IN",Micropolitan Statistical Area,"42,071",,
27620,Osage County,MO,Missouri,Osage County MO,"Jefferson City, MO",Metropolitan Statistical Area,"13,858",,
27620,Moniteau County,MO,Missouri,Moniteau County MO,"Jefferson City, MO",Metropolitan Statistical Area,"15,625",,
27620,Callaway County,MO,Missouri,Callaway County MO,"Jefferson City, MO",Metropolitan Statistical Area,"44,305",,
27620,Cole County,MO,Missouri,Cole County MO,"Jefferson City, MO",Metropolitan Statistical Area,"76,363",,
27600,Jackson County,GA,Georgia,Jackson County GA,"Jefferson, GA",Micropolitan Statistical Area,"60,571",,
27700,Wayne County,GA,Georgia,Wayne County GA,"Jesup, GA",Micropolitan Statistical Area,"30,305",,
27740,Unicoi County,TN,Tennessee,Unicoi County TN,"Johnson City, TN",Metropolitan Statistical Area,"18,235",,
27740,Carter County,TN,Tennessee,Carter County TN,"Johnson City, TN",Metropolitan Statistical Area,"57,355",,
27740,Washington County,TN,Tennessee,Washington County TN,"Johnson City, TN",Metropolitan Statistical Area,"125,094",,
27780,Cambria County,PA,Pennsylvania,Cambria County PA,"Johnstown, PA",Metropolitan Statistical Area,"141,584",,
27860,Poinsett County,AR,Arkansas,Poinsett County AR,"Jonesboro, AR",Metropolitan Statistical Area,"24,307",,
27860,Craighead County,AR,Arkansas,Craighead County AR,"Jonesboro, AR",Metropolitan Statistical Area,"99,735",,
27900,Newton County,MO,Missouri,Newton County MO,"Joplin, MO",Metropolitan Statistical Area,"59,069",,
27900,Jasper County,MO,Missouri,Jasper County MO,"Joplin, MO",Metropolitan Statistical Area,"115,258",,
27920,Geary County,KS,Kansas,Geary County KS,"Junction City, KS",Micropolitan Statistical Area,"38,013",,
27940,Juneau City and Borough,AK,Alaska,Juneau City and Borough AK,"Juneau, AK",Micropolitan Statistical Area,"32,556",,
27980,Kalawao County,HI,Hawaii,Kalawao County HI,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,90,,
27980,Maui County,HI,Hawaii,Maui County HI,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,"158,226",,
28020,Van Buren County,MI,Michigan,Van Buren County MI,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,"75,454",,
28020,Kalamazoo County,MI,Michigan,Kalamazoo County MI,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,"254,580",,
28060,Flathead County,MT,Montana,Flathead County MT,"Kalispell, MT",Micropolitan Statistical Area,"91,633",,
28100,Kankakee County,IL,Illinois,Kankakee County IL,"Kankakee, IL",Metropolitan Statistical Area,"113,040",,
28140,Caldwell County,MO,Missouri,Caldwell County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"9,145",,
28140,Linn County,KS,Kansas,Linn County KS,"Kansas City, MO-KS",Metropolitan Statistical Area,"9,441",,
28140,Bates County,MO,Missouri,Bates County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"16,709",,
28140,Clinton County,MO,Missouri,Clinton County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"20,508",,
28140,Ray County,MO,Missouri,Ray County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"23,064",,
28140,Miami County,KS,Kansas,Miami County KS,"Kansas City, MO-KS",Metropolitan Statistical Area,"32,612",,
28140,Lafayette County,MO,Missouri,Lafayette County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"33,080",,
28140,Leavenworth County,KS,Kansas,Leavenworth County KS,"Kansas City, MO-KS",Metropolitan Statistical Area,"77,739",,
28140,Platte County,MO,Missouri,Platte County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"92,054",,
28140,Cass County,MO,Missouri,Cass County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"100,376",,
28140,Wyandotte County,KS,Kansas,Wyandotte County KS,"Kansas City, MO-KS",Metropolitan Statistical Area,"159,129",,
28140,Clay County,MO,Missouri,Clay County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"227,577",,
28140,Johnson County,KS,Kansas,Johnson County KS,"Kansas City, MO-KS",Metropolitan Statistical Area,"559,913",,
28140,Jackson County,MO,Missouri,Jackson County MO,"Kansas City, MO-KS",Metropolitan Statistical Area,"677,377",,
28180,Kauai County,HI,Hawaii,Kauai County HI,"Kapaa, HI",Micropolitan Statistical Area,"68,434",,
28260,Kearney County,NE,Nebraska,Kearney County NE,"Kearney, NE",Micropolitan Statistical Area,"6,485",,
28260,Buffalo County,NE,Nebraska,Buffalo County NE,"Kearney, NE",Micropolitan Statistical Area,"47,463",,
28300,Cheshire County,NH,New Hampshire,Cheshire County NH,"Keene, NH",Micropolitan Statistical Area,"76,851",,
28340,Noble County,IN,Indiana,Noble County IN,"Kendallville, IN",Micropolitan Statistical Area,"47,582",,
28380,Dunklin County,MO,Missouri,Dunklin County MO,"Kennett, MO",Micropolitan Statistical Area,"31,826",,
28420,Franklin County,WA,Washington,Franklin County WA,"Kennewick-Richland, WA",Metropolitan Statistical Area,"85,845",,
28420,Benton County,WA,Washington,Benton County WA,"Kennewick-Richland, WA",Metropolitan Statistical Area,"182,398",,
28500,Kerr County,TX,Texas,Kerr County TX,"Kerrville, TX",Micropolitan Statistical Area,"49,786",,
28540,Ketchikan Gateway Borough,AK,Alaska,Ketchikan Gateway Borough AK,"Ketchikan, AK",Micropolitan Statistical Area,"13,779",,
28580,Monroe County,FL,Florida,Monroe County FL,"Key West, FL",Micropolitan Statistical Area,"74,809",,
28620,Tyrrell County,NC,North Carolina,Tyrrell County NC,"Kill Devil Hills, NC",Micropolitan Statistical Area,"4,338",,
28620,Dare County,NC,North Carolina,Dare County NC,"Kill Devil Hills, NC",Micropolitan Statistical Area,"34,573",,
28660,Lampasas County,TX,Texas,Lampasas County TX,"Killeen-Temple, TX",Metropolitan Statistical Area,"20,107",,
28660,Coryell County,TX,Texas,Coryell County TX,"Killeen-Temple, TX",Metropolitan Statistical Area,"77,231",,
28660,Bell County,TX,Texas,Bell County TX,"Killeen-Temple, TX",Metropolitan Statistical Area,"323,037",,
28700,Bristol city,VA,Virginia,Bristol city VA,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,"17,662",,
28700,Scott County,VA,Virginia,Scott County VA,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,"22,781",,
