storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,zipcode,type_store,latitude,longitude
1622,Tue Jun 04 00:00:00 -0400 1991,,,39,147,2300 WEST STATE ROUTE 18,Tiffin,OH,44883,Wal-Mart,41.109878,-83.214732
1623,Tue Feb 04 00:00:00 -0500 1992,Wed Mar 17 00:00:00 -0500 2004,1,42,079,2150 WILKES BARRE TWNSP MKTPL,Wilkes-Barre,PA,18702,Supercenter,41.219415,-75.884746
1624,Wed Jul 31 00:00:00 -0400 1991,,,06,029,2601 FASHION PLACE,Bakersfield,CA,93306,Wal-Mart,35.390398,-118.961498
1625,Wed Jan 30 00:00:00 -0500 1991,Wed Mar 19 00:00:00 -0500 2003,1,19,149,1111 HOLTON DRIVE,Le Mars,IA,51031,Supercenter,42.793046,-96.226135
1626,Tue Apr 02 00:00:00 -0500 1991,Wed Jun 20 00:00:00 -0400 2001,1,40,109,2000 W MEMORIAL ROAD,The Village,OK,73134,Supercenter,35.609722,-97.546635
1627,Tue Apr 02 00:00:00 -0500 1991,,,27,027,1711 HWY 10 WEST,Dilworth,MN,56529,Wal-Mart,46.876379,-96.69031
1628,Wed Jan 30 00:00:00 -0500 1991,Wed Jul 02 00:00:00 -0400 2003,1,39,043,5500 MILAN ROAD,Sandusky,OH,44870,Supercenter,41.396974,-82.652801
1629,Tue Apr 02 00:00:00 -0500 1991,,,18,021,2150 EAST NATIONAL AVENUE,Brazil,IN,47834,Wal-Mart,39.529517,-87.100666
1630,Tue Feb 04 00:00:00 -0500 1992,,,06,093,1906 FORT JONES ROAD,Yreka,CA,96097,Wal-Mart,,
1631,Tue Apr 02 00:00:00 -0500 1991,Sat Mar 01 00:00:00 -0500 1997,1,51,650,1900 CUNNINGHAM DRIVE,Hampton,VA,23666,Supercenter,37.04203,-76.380721
1632,Tue Apr 02 00:00:00 -0500 1991,,,27,041,515 50TH AVENUE WEST,Alexandria,MN,56308,Wal-Mart,45.84564,-95.383684
1633,Tue Apr 30 00:00:00 -0400 1991,,,27,145,380 33RD AVENUE SOUTH,St. Cloud,MN,56301,Wal-Mart,45.544917,-94.196898
1634,Wed Jul 31 00:00:00 -0400 1991,,,27,097,1800 1ST AVENUE NE,Little Falls,MN,56345,Wal-Mart,45.97557,-94.337432
1635,Wed Jul 31 00:00:00 -0400 1991,,,55,133,W226/SOUTH 1500 HWY 164,Waukesha,WI,53186,Wal-Mart,43.041311,-88.210858
1636,Tue Apr 02 00:00:00 -0500 1991,,,38,101,1901 22ND AVENUE SW,Minot,ND,58701,Wal-Mart,48.210477,-101.322454
1637,Tue Apr 02 00:00:00 -0500 1991,Wed Jan 28 00:00:00 -0500 2004,1,31,055,6304 NORTH 99TH STREET,Omaha,NE,68122,Supercenter,41.314838,-96.066941
1638,Wed Nov 14 00:00:00 -0500 1990,,,01,005,1252 SOUTH EUFAULA AVE,Eufaula,AL,36027,Wal-Mart,31.87722,-85.150067
1639,Wed Jan 30 00:00:00 -0500 1991,,,18,049,2100 PEACE TREE VILLAGE,Rochester,IN,46975,Wal-Mart,41.052986,-86.219289
1640,Wed Jan 30 00:00:00 -0500 1991,Wed May 22 00:00:00 -0400 2002,1,42,027,1665 NORTH ATHERTON PLACE,State College,PA,16803,Supercenter,40.807653,-77.892988
1641,Wed Jan 30 00:00:00 -0500 1991,,,37,117,809 EAST BOULEVARD,Williamston,NC,27892,Wal-Mart,35.852301,-77.046697
1642,Wed Jan 30 00:00:00 -0500 1991,Fri Mar 01 00:00:00 -0500 2002,1,26,045,1680 PACKARD HWY,Charlotte,MI,48813,Supercenter,42.582054,-84.804507
1643,Wed Sep 11 00:00:00 -0400 1991,Wed May 19 00:00:00 -0400 2004,1,55,039,377 NORTH ROLLING MEADOWS DRIV,Fond Du Lac,WI,54935,Supercenter,43.799102,-88.492553
1644,Tue Dec 31 00:00:00 -0500 1991,,,42,119,7001 WEST BRANCH HWY,Lewisburg,PA,17837,Wal-Mart,40.952029,-76.901356
1645,Tue Jul 02 00:00:00 -0400 1991,,,06,031,1750 WEST LACEY BLVD.,Hanford,CA,93230,Wal-Mart,36.327993,-119.670785
1646,Wed Jul 31 00:00:00 -0400 1991,Fri Mar 01 00:00:00 -0500 2002,1,04,013,6131 EAST SOUTHERN AVE.,Mesa,AZ,85206,Supercenter,33.393892,-111.700457
1647,Tue Apr 02 00:00:00 -0500 1991,Wed Oct 26 00:00:00 -0400 2005,1,18,001,1700 SO. 13TH ST.,Decatur,IN,46733,Supercenter,40.824839,-84.937612
1648,Tue Jul 02 00:00:00 -0400 1991,Wed Aug 14 00:00:00 -0400 2002,1,32,005,3770 SOUTH HIGHWAY 395,Carson City,NV,89705,Supercenter,39.113186,-119.773244
1649,Tue Apr 02 00:00:00 -0500 1991,,,38,093,921 25TH STREET SW,Jamestown,ND,58401,Wal-Mart,46.882048,-98.721266
1650,Wed Jan 30 00:00:00 -0500 1991,,,55,089,825 EAST GREEN BAY AVENUE,Saukville,WI,53080,Wal-Mart,43.384911,-87.923052
1651,Tue Oct 01 00:00:00 -0400 1991,,,06,095,5180 SONOMA BLVD,Vallejo,CA,94589,Wal-Mart,38.15218,-122.25418
1652,Tue Apr 02 00:00:00 -0500 1991,,,51,155,1000 MEMORIAL DRIVE,Pulaski,VA,24301,Wal-Mart,37.063055,-80.760723
1653,Wed Jul 31 00:00:00 -0400 1991,,,54,041,110 BERLIN ROAD,Weston,WV,26452,Wal-Mart,39.047871,-80.509259
1654,Tue Jul 02 00:00:00 -0400 1991,Wed Jan 26 00:00:00 -0500 2005,1,27,035,7295 GLORY ROAD,Baxter,MN,56425,Supercenter,46.343119,-94.25899
1655,Tue Dec 31 00:00:00 -0500 1991,,,18,107,1601 US HWY 231 SOUTH,Crawfordsville,IN,47933,Wal-Mart,40.020438,-86.903999
1656,Tue Oct 01 00:00:00 -0400 1991,Sun Mar 01 00:00:00 -0500 1998,1,42,039,16086 CONNEAUT LAKE RD,Meadville,PA,16335,Supercenter,41.621256,-80.209938
1657,Tue Jul 02 00:00:00 -0400 1991,,,27,131,150 WESTERN AVENUE,Faribault,MN,55021,Wal-Mart,44.288818,-93.302878
1658,Tue Jun 04 00:00:00 -0400 1991,Fri Mar 01 00:00:00 -0500 1996,1,13,189,2205 HARRISON ROAD SE,Thomson,GA,30824,Supercenter,33.47376,-82.482588
1659,Tue Jul 02 00:00:00 -0400 1991,Wed Jul 25 00:00:00 -0400 2001,1,08,001,60 WEST BROMLEY LANE,Brighton,CO,80601,Supercenter,,
1660,Wed Jul 31 00:00:00 -0400 1991,Mon Mar 01 00:00:00 -0500 2004,1,06,037,40130 10TH ST. WEST,Palmdale,CA,93551,Supercenter,34.617789,-118.199702
1661,Wed Feb 27 00:00:00 -0500 1991,Fri Mar 01 00:00:00 -0500 2002,1,37,107,4101 W VERNON AVENUE,Kinston,NC,28504,Supercenter,35.269171,-77.615971
1662,Tue Jul 02 00:00:00 -0400 1991,Mon Mar 01 00:00:00 -0500 1999,1,37,097,1116 CROSSROADS DRIVE,Statesville,NC,28625,Supercenter,35.81136,-80.875012
1663,Wed Feb 27 00:00:00 -0500 1991,,,37,087,157 PARAGON PARKWAY,Clyde,NC,28721,Wal-Mart,35.525077,-82.955451
1664,Tue Jul 27 00:00:00 -0400 1993,Sat Mar 01 00:00:00 -0500 1997,1,37,195,2500 FORREST HILLS,Wilson,NC,27893,Supercenter,35.734126,-77.952131
1665,Tue Jun 04 00:00:00 -0400 1991,Fri Mar 01 00:00:00 -0500 2002,1,18,035,4801 W CLARA LANE,Muncie,IN,47304,Supercenter,40.21812,-85.44192
1666,Tue Jun 04 00:00:00 -0400 1991,,,37,119,3304 EASTWAY DRIVE,Charlotte,NC,28205,Wal-Mart,35.213436,-80.781126
1667,Tue Oct 01 00:00:00 -0400 1991,,,18,169,1550 NORTH CASS STREET,Wabash,IN,46992,Wal-Mart,40.814756,-85.837644
1668,Tue Oct 01 00:00:00 -0400 1991,,,17,097,6590 GRAND AVENUE,Gurnee,IL,60031,Wal-Mart,42.3854,-87.964758
1669,Wed Jul 31 00:00:00 -0400 1991,Wed Mar 01 00:00:00 -0500 2000,1,55,035,3915 GATEWAY DRIVE,Eau Claire,WI,54701,Supercenter,44.775996,-91.431804
1670,Wed Sep 11 00:00:00 -0400 1991,,,42,011,1135 BERKSHIRE BLVD,Wyomissing,PA,19610,Wal-Mart,40.344093,-75.974691
1671,Wed Jul 31 00:00:00 -0400 1991,,,31,153,7904 SOUTH 83RD STREET,La Vista,NE,68128,Wal-Mart,41.179983,-96.042015
1672,Wed Jul 31 00:00:00 -0400 1991,,,55,003,2500 EAST LAKE SHORE DRIVE,Ashland,WI,54806,Wal-Mart,46.605892,-90.85323
1673,Tue Jun 02 00:00:00 -0400 1992,,,36,069,3191 COUNTY RD #10,Canandaigua,NY,14424,Wal-Mart,42.835958,-77.401192
1674,Tue Dec 31 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,24,043,17850 GARLAND GROH B,Hagerstown,MD,21740,Supercenter,39.656184,-77.74776
1675,Tue Jul 02 00:00:00 -0400 1991,,,21,155,180 LEBANON TRADE CENTER,Lebanon,KY,40033,Wal-Mart,38.294954,-84.949655
1676,Wed Sep 11 00:00:00 -0400 1991,Sun Mar 21 00:00:00 -0500 2004,1,18,123,730 EAST HWY 66,Tell City,IN,47586,Supercenter,37.927925,-86.75535
1677,Wed Sep 18 00:00:00 -0400 2002,Wed Sep 18 00:00:00 -0400 2002,0,36,065,4765 COMMERCIAL DRIVE,New Hartford,NY,13413,Supercenter,43.089491,-75.311827
1678,Wed Sep 11 00:00:00 -0400 1991,,,55,133,2863 HERITAGE DRIVE,Delafield,WI,53018,Wal-Mart,43.049219,-88.370939
1679,Wed Sep 11 00:00:00 -0400 1991,Wed Jul 21 00:00:00 -0400 2004,1,55,063,3107 MARKET PLACE,Onalaska,WI,54650,Supercenter,43.879755,-91.180566
1680,Tue Feb 04 00:00:00 -0500 1992,,,12,086,15885 SW 88TH STREET,Kendall,FL,33186,Wal-Mart,25.684281,-80.450087
1681,Tue Nov 05 00:00:00 -0500 1991,,,17,031,930 EAST MOUNT PROSPECT PLAZA,Mount Prospect,IL,60056,Wal-Mart,42.068283,-87.922373
1682,Wed Jul 31 00:00:00 -0400 1991,Wed Jul 17 00:00:00 -0400 2002,1,51,550,2448 CHESAPEAKE SQ RING ROAD,Chesapeake,VA,23321,Supercenter,36.829328,-76.41442
1683,Tue Oct 01 00:00:00 -0400 1991,,,19,071,524  S FREMONT,Shenandoah,IA,51601,Wal-Mart,40.762024,-95.385114
1684,Tue Nov 05 00:00:00 -0500 1991,,,42,009,72 BEDFORD SQUARE,Everett,PA,15537,Wal-Mart,40.018961,-78.463204
1685,Tue Dec 31 00:00:00 -0500 1991,Wed Apr 13 00:00:00 -0400 2005,1,46,065,1730 NO. GARFIELD ROAD,Pierre,SD,57501,Supercenter,44.364965,-100.316606
1686,Tue Oct 01 00:00:00 -0400 1991,Wed Aug 24 00:00:00 -0400 2005,1,49,035,5469 SOUTH REDWOOD ROAD,Murray,UT,84123,Supercenter,40.651866,-111.93879
1687,Tue Oct 01 00:00:00 -0400 1991,Sat Mar 01 00:00:00 -0500 1997,1,51,800,1200 NORTH MAIN,Suffolk,VA,23434,Supercenter,36.749975,-76.583306
1688,Tue Jul 02 00:00:00 -0400 1991,,,51,810,657 PHOENIX DRIVE,Virginia Beach,VA,23452,Wal-Mart,36.824937,-76.068452
1689,Tue Nov 05 00:00:00 -0500 1991,Wed Jan 22 00:00:00 -0500 2003,1,08,005,5650 SOUTH CHAMBERS ROAD,Aurora,CO,80015,Supercenter,,
1690,Tue Nov 05 00:00:00 -0500 1991,Mon Mar 01 00:00:00 -0500 1999,1,17,115,4224 NORTH PROSPECT,Decatur,IL,62526,Supercenter,39.899207,-88.953958
1691,Wed Sep 30 00:00:00 -0400 1992,,,20,091,7701 FRONTAGE ROAD,Overland Park,KS,66204,Wal-Mart,38.989625,-94.700233
1692,Tue Feb 04 00:00:00 -0500 1992,,,06,071,1120 S. MT. VERNON AVENUE,Colton,CA,92324,Wal-Mart,34.048418,-117.29943
1693,Tue Nov 05 00:00:00 -0500 1991,,,06,071,2050 WEST REDLANDS BLVD,Redlands,CA,92374,Wal-Mart,34.047264,-117.168797
1694,Tue Oct 01 00:00:00 -0400 1991,,,37,111,"364 US 70 WEST, SUITE 1",Marion,NC,28752,Wal-Mart,35.650924,-82.064222
1695,Tue Mar 03 00:00:00 -0500 1992,,,38,071,210 HWY #2 WEST,Devils Lake,ND,58301,Wal-Mart,48.109763,-98.865197
1696,Tue Apr 02 00:00:00 -0500 1991,,,27,111,3300 HIGHWAY 210 WEST,Fergus Falls,MN,56537,Wal-Mart,46.289593,-96.122109
1697,Tue Nov 05 00:00:00 -0500 1991,,,06,067,8465 ELK GROVE BLVD,Elk Grove,CA,95758,Wal-Mart,38.408912,-121.389422
1698,Tue Jul 02 00:00:00 -0400 1991,,,33,013,1328 HOOKSETT ROAD,Hooksett,NH,03106,Wal-Mart,43.056257,-71.440659
1699,Tue Oct 01 00:00:00 -0400 1991,Wed Jun 18 00:00:00 -0400 2003,1,49,011,745 WEST HILL FIELD ROAD,Layton,UT,84041,Supercenter,41.103446,-111.979633
1700,Tue Aug 04 00:00:00 -0400 1992,,,06,073,13425 COMMUNITY ROAD,Poway,CA,92064,Wal-Mart,32.959049,-117.040633
1701,Tue Oct 01 00:00:00 -0400 1991,,,13,105,955 LOWER HEARD STREET,Elberton,GA,30635,Wal-Mart,34.093604,-82.846785
1702,Tue Mar 03 00:00:00 -0500 1992,Sun Mar 01 00:00:00 -0500 1998,1,12,009,1000 NORTH WICKHAM R,Melbourne,FL,32935,Supercenter,28.122627,-80.671581
1703,Tue Jul 02 00:00:00 -0400 1991,Sun Mar 01 00:00:00 -0500 1998,1,54,003,800 FOXCROFT AVENUE,Martinsburg,WV,25401,Supercenter,39.45782,-77.987628
1704,Tue Feb 04 00:00:00 -0500 1992,,,06,095,1501 HELEN POWER DRIVE,Vacaville,CA,95687,Wal-Mart,38.362838,-121.958333
1705,Tue Nov 05 00:00:00 -0500 1991,,,36,099,1855 STATE ROUTE 5 & 20,Seneca Falls,NY,13165,Wal-Mart,42.90506,-76.852749
1707,Tue Jun 04 00:00:00 -0400 1991,Sun Mar 01 00:00:00 -0500 1998,1,39,029,16280 DRESDEN AVE,East Liverpool,OH,43920,Supercenter,40.656913,-80.587261
1708,Tue Jun 04 00:00:00 -0400 1991,Wed Sep 18 00:00:00 -0400 2002,1,49,057,4848 SO. 900 WEST ST,Riverdale,UT,84405,Supercenter,41.224796,-111.966873
1709,Tue Nov 05 00:00:00 -0500 1991,Wed Jul 18 00:00:00 -0400 2001,1,18,151,2016 N WAYNE ST.,Angola,IN,46703,Supercenter,41.655792,-84.999531
1710,Tue Jul 02 00:00:00 -0400 1991,Fri Mar 01 00:00:00 -0500 2002,1,28,049,950 HWY 80 EAST,Clinton,MS,39056,Supercenter,32.32535,-90.29754
1711,Tue Jul 02 00:00:00 -0400 1991,,,01,073,5401 BEACON DRIVE,Irondale,AL,35210,Wal-Mart,33.530616,-86.696665
1712,Tue Feb 04 00:00:00 -0500 1992,,,12,103,1111 NORTH MISSOURI AVENUE,Largo,FL,33770,Wal-Mart,27.917593,-82.787735
1713,Tue Nov 05 00:00:00 -0500 1991,,,17,057,2071 NORTH MAIN STREET,Canton,IL,61520,Wal-Mart,40.592536,-90.035517
1714,Tue Dec 31 00:00:00 -0500 1991,,,54,049,#5 TYGART VALLEY MALL,Fairmont,WV,26554,Wal-Mart,39.425283,-80.194891
1715,Tue Nov 05 00:00:00 -0500 1991,,,24,041,8155 ELLIOTT ROAD,Easton,MD,21601,Wal-Mart,38.77659,-76.056466
1716,Tue Nov 05 00:00:00 -0500 1991,,,24,009,150 SOLOMONS ISLAND RD NRTH,Prince Frederick,MD,20678,Wal-Mart,38.540133,-76.589295
1717,Wed Apr 01 00:00:00 -0500 1992,,,24,017,11930 ACTON LANE,Waldorf,MD,20601,Wal-Mart,38.637794,-76.896721
1718,Tue Jul 02 00:00:00 -0400 1991,Wed May 23 00:00:00 -0400 2001,1,39,063,2500 TIFFIN AVENUE,Findlay,OH,45840,Supercenter,41.055541,-83.594754
1719,Tue Dec 31 00:00:00 -0500 1991,Wed Apr 10 00:00:00 -0400 2002,1,26,107,21400 PERRY STREET,Big Rapids,MI,49307,Supercenter,43.687438,-85.516903
1720,Tue Dec 31 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,13,135,1550 SCENIC HIGHWAY,Snellville,GA,30078,Supercenter,33.888298,-84.009171
1721,Tue Nov 05 00:00:00 -0500 1991,,,19,103,1001 HWY 1 WEST,Iowa City,IA,52246,Wal-Mart,41.649359,-91.540157
1722,Tue Nov 05 00:00:00 -0500 1991,Wed Apr 13 00:00:00 -0400 2005,1,27,083,1221 EAST MAIN STREET,Marshall,MN,56258,Supercenter,44.433575,-95.770985
1723,Tue Dec 31 00:00:00 -0500 1991,Fri Mar 01 00:00:00 -0500 2002,1,19,153,5101 SE 14TH STREET,Des Moines,IA,50320,Supercenter,41.538038,-93.596742
1724,Tue Nov 05 00:00:00 -0500 1991,Wed Oct 30 00:00:00 -0500 2002,1,39,075,1640 SOUTH WASHINGTON STREET,Millersburg,OH,44654,Supercenter,40.544911,-81.91712
1725,Tue Dec 31 00:00:00 -0500 1991,,,39,113,5331 SALEM STREET,Trotwood,OH,45426,Wal-Mart,39.820729,-84.285264
1726,Tue Nov 05 00:00:00 -0500 1991,Wed May 21 00:00:00 -0400 2003,1,51,660,171 BURGESS ROAD,Harrisonburg,VA,22801,Supercenter,38.433778,-78.848942
1727,Tue Nov 05 00:00:00 -0500 1991,,,55,047,822 BROADWAY,Berlin,WI,54923,Wal-Mart,43.968284,-88.97442
1728,Wed Jul 31 00:00:00 -0400 1991,,,18,095,4420 SCATTERFIELD ROAD,Anderson,IN,46013,Wal-Mart,40.06974,-85.652711
1729,Wed Sep 11 00:00:00 -0400 1991,,,18,041,2100 PARK ROAD,Connersville,IN,47331,Wal-Mart,39.657589,-85.129217
1730,Tue Nov 05 00:00:00 -0500 1991,Fri Mar 01 00:00:00 -0500 1996,1,51,057,1660 TAPPAHANNOCK BLVD,Tappahannock,VA,22560,Supercenter,37.902733,-76.867184
1731,Tue Dec 31 00:00:00 -0500 1991,,,36,069,990 ROUTE 5 & 20,Geneva,NY,14456,Wal-Mart,42.861374,-76.982713
1732,Tue Nov 05 00:00:00 -0500 1991,,,19,047,404 ARROWHEAD,Denison,IA,51442,Wal-Mart,42.017711,-95.375405
1733,Tue Feb 04 00:00:00 -0500 1992,Wed Nov 02 00:00:00 -0500 2005,1,26,155,1621 EAST M-21,Owosso,MI,48867,Supercenter,42.997838,-84.140762
1734,Tue Dec 31 00:00:00 -0500 1991,Wed Jul 20 00:00:00 -0400 2005,1,17,019,2610 NO PROSPECT AVE,Champaign,IL,61821,Supercenter,40.147107,-88.257983
1735,Tue Feb 04 00:00:00 -0500 1992,,,17,031,1455 LAKE-COOK ROAD,Wheeling,IL,60090,Wal-Mart,42.153148,-87.941594
1736,Tue Dec 31 00:00:00 -0500 1991,,,10,001,1574 NORTH DUPONT HWY.,Dover,DE,19901,Wal-Mart,39.191886,-75.544428
1737,Tue Aug 04 00:00:00 -0400 1992,,,17,043,900 SOUTH ROUTE 83,Villa Park,IL,60181,Wal-Mart,41.870048,-87.961362
1738,Tue Feb 04 00:00:00 -0500 1992,Fri Mar 01 00:00:00 -0500 2002,1,27,085,1300 TRUNK HWY 15 S.,Hutchinson,MN,55350,Supercenter,44.871235,-94.375571
1739,Tue Aug 04 00:00:00 -0400 1992,Wed Mar 01 00:00:00 -0500 2000,1,42,125,30 TRINITY POINT DR,Washington,PA,15301,Supercenter,40.161352,-80.248132
1740,Tue Feb 04 00:00:00 -0500 1992,,,17,177,1755 SOUTH WEST AVENUE,Freeport,IL,61032,Wal-Mart,42.278721,-89.631604
1741,Tue Nov 05 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,10,001,939 N.DUPONT HWY,Milford,DE,19963,Supercenter,38.910537,-75.443393
1742,Wed Sep 11 00:00:00 -0400 1991,Wed Oct 26 00:00:00 -0400 2005,1,34,015,3501 ROUTE 42,Turnersville,NJ,08012,Supercenter,39.73012,-75.033571
1743,Tue Dec 31 00:00:00 -0500 1991,,,21,095,201 WALTON ROAD,Harlan,KY,40831,Wal-Mart,36.768698,-83.320738
1744,Tue Nov 05 00:00:00 -0500 1991,,,36,055,1902 EMPIRE BLVD,Webster,NY,14580,Wal-Mart,43.193537,-77.502038
1745,Tue Feb 04 00:00:00 -0500 1992,Wed Mar 14 00:00:00 -0500 2001,1,18,177,3601 EAST MAIN,Richmond,IN,47374,Supercenter,39.830973,-84.853074
1746,Tue Feb 04 00:00:00 -0500 1992,Wed Jun 22 00:00:00 -0400 2005,1,04,013,1380 WEST ELLIOTT ROAD,Tempe,AZ,85283,Supercenter,33.349095,-111.970922
1747,Tue Feb 04 00:00:00 -0500 1992,,,06,065,2560 NORTH PERRIS BLVD,Perris,CA,92571,Wal-Mart,33.818517,-117.226107
1748,Tue Nov 05 00:00:00 -0500 1991,,,45,019,2245A ASHLEY CROSSING DRIVE,Charleston,SC,29414,Wal-Mart,32.81393,-80.037775
1749,Tue Feb 04 00:00:00 -0500 1992,Sun Mar 01 00:00:00 -0500 1998,1,33,017,430 HIGH STREET,Somersworth,NH,03878,Supercenter,43.234894,-70.881552
1750,Tue Oct 01 00:00:00 -0400 1991,Wed Aug 18 00:00:00 -0400 2004,1,39,101,1546 MARION-MT. GILEAD ROAD,Marion,OH,43302,Supercenter,40.581086,-83.088164
1751,Tue Nov 05 00:00:00 -0500 1991,,,37,183,6600 GLENWOOD AVENUE,Raleigh,NC,27612,Wal-Mart,35.85977,-78.70746
1752,Tue Feb 04 00:00:00 -0500 1992,Wed Aug 31 00:00:00 -0400 2005,1,26,017,3921 WILDER ROAD,Bay City,MI,48706,Supercenter,43.623738,-83.901977
1753,Tue Feb 04 00:00:00 -0500 1992,,,33,015,30 MANCHESTER ROAD,Derry,NH,03038,Wal-Mart,42.89921,-71.337782
1754,Tue Nov 05 00:00:00 -0500 1991,Wed Mar 01 00:00:00 -0500 2000,1,26,093,3850 E GRAND RIVER,Howell,MI,48843,Supercenter,43.204621,-84.528054
1755,Tue Feb 04 00:00:00 -0500 1992,,,06,097,4625 REDWOOD DRIVE,Rohnert Park,CA,94928,Wal-Mart,38.366693,-122.713398
1756,Tue Jun 02 00:00:00 -0400 1992,,,06,071,17251 FOOTHILL BLVD.,Fontana,CA,92335,Wal-Mart,34.10665,-117.428587
1757,Tue Mar 03 00:00:00 -0500 1992,,,27,137,4740 MALL DRIVE,Hermantown,MN,55811,Wal-Mart,46.813875,-92.180044
1758,Wed Sep 30 00:00:00 -0400 1992,Wed Mar 19 00:00:00 -0500 2003,1,18,065,3167 SOUTH STATE RD 3,New Castle,IN,47362,Supercenter,39.885601,-85.385859
1759,Tue Feb 04 00:00:00 -0500 1992,Wed May 15 00:00:00 -0400 2002,1,51,073,6819 WALTONS LANE,Gloucester,VA,23061,Supercenter,37.704064,-77.391534
1760,Wed Apr 01 00:00:00 -0500 1992,,,06,067,1018 RILEY STREET,Folsom,CA,95630,Wal-Mart,38.671036,-121.169166
1761,Tue Feb 04 00:00:00 -0500 1992,,,17,119,379 W. PONTOON ROAD,Granite City,IL,62040,Wal-Mart,38.73441,-90.141172
1762,Tue Feb 04 00:00:00 -0500 1992,,,33,015,270 LAFAYETTE ROAD,Seabrook,NH,03874,Wal-Mart,42.881782,-70.867562
1763,Tue Jun 02 00:00:00 -0400 1992,Wed Jul 18 00:00:00 -0400 2001,1,51,185,4001 COLLEGE AVE,Bluefield,VA,24605,Supercenter,37.243622,-81.245849
1764,Tue Feb 04 00:00:00 -0500 1992,Mon Mar 01 00:00:00 -0500 1999,1,19,153,1001 73RD STREET,Des Moines,IA,50311,Supercenter,41.596416,-93.718595
1765,Wed Apr 01 00:00:00 -0500 1992,Wed Oct 29 00:00:00 -0500 2003,1,42,111,2028 NORTH CENTER AVE,Somerset,PA,15501,Supercenter,40.051726,-79.0749
1766,Wed Apr 01 00:00:00 -0500 1992,,,13,067,3100 JOHNSON FERRY ROAD,Marietta,GA,30062,Wal-Mart,34.025709,-84.424275
1767,Tue May 05 00:00:00 -0400 1992,Wed Mar 01 00:00:00 -0500 2000,1,37,019,4540 MAIN ST. B 3079,Shallotte,NC,28459,Supercenter,34.533853,-77.373945
1768,Tue Mar 03 00:00:00 -0500 1992,Wed Mar 14 00:00:00 -0500 2001,1,49,049,1355 S SANDHILL RD,Orem,UT,84058,Supercenter,40.280368,-111.714393
1769,Tue Feb 02 00:00:00 -0500 1993,,,42,033,20 INDUSTRIAL DRIVE,Du Bois,PA,15801,Wal-Mart,41.130881,-78.736499
1770,Tue May 05 00:00:00 -0400 1992,,,42,019,20245 ROUTE 19,Evans City,PA,16066,Wal-Mart,40.688081,-80.102139
1771,Tue May 05 00:00:00 -0400 1992,Thu Sep 12 00:00:00 -0400 2002,1,26,149,1500 SOUTH CENTERVILLE ROAD,Sturgis,MI,49091,Supercenter,41.784343,-85.428238
1772,Tue Mar 03 00:00:00 -0500 1992,Wed May 25 00:00:00 -0400 2005,1,41,035,3600 WASHBURN WAY,Klamath Falls,OR,97603,Supercenter,42.193231,-121.757138
1773,Wed Apr 01 00:00:00 -0500 1992,Sat Mar 01 00:00:00 -0500 1997,1,51,700,12401 JEFFERSON,Newport News,VA,23602,Supercenter,37.11915,-76.504921
1774,Tue Dec 31 00:00:00 -0500 1991,,,37,105,3000 SOUTH HORNER BLVD.,Sanford,NC,27330,Wal-Mart,35.459624,-79.145757
1775,Tue Mar 03 00:00:00 -0500 1992,Wed Jul 20 00:00:00 -0400 2005,1,41,043,3290 SOUTH SANTIAM HWY,Lebanon,OR,97355,Supercenter,44.517257,-122.898738
1776,Tue Jun 30 00:00:00 -0400 1992,Wed May 08 00:00:00 -0400 2002,1,55,055,1901 MARKET WAY,Watertown,WI,53094,Supercenter,43.192589,-88.71555
1777,Tue Jun 02 00:00:00 -0400 1992,,,42,011,5900 PERKIOMEN AVENUE,Reading (E),PA,19606,Wal-Mart,40.2967,-75.840892
1778,Wed Apr 01 00:00:00 -0500 1992,Fri Mar 01 00:00:00 -0500 2002,1,56,029,321 YELLOWSTONE AVENUE,Cody,WY,82414,Supercenter,44.516014,-109.093019
1779,Tue May 05 00:00:00 -0400 1992,,,17,031,10260 SOUTH HARLEM AVENUE,Bridgeview,IL,60455,Wal-Mart,41.705098,-87.79808
1780,Mon Nov 02 00:00:00 -0500 1992,,,51,003,975 HILTON HEIGHTS ROAD,Charlottesville,VA,22901,Wal-Mart,38.097563,-78.465263
1781,Tue Jun 02 00:00:00 -0400 1992,,,36,023,872 ROUTE 13,Cortland,NY,13045,Wal-Mart,42.573037,-76.217936
1782,Tue Aug 04 00:00:00 -0400 1992,Mon Mar 01 00:00:00 -0500 1999,1,54,107,701 GRAND CENTRAL AV,Vienna,WV,26105,Supercenter,39.305597,-81.550819
1783,Tue Jun 02 00:00:00 -0400 1992,,,18,051,2700 WEST BROADWAY,Princeton,IN,47670,Wal-Mart,38.355521,-87.592928
1784,Tue May 05 00:00:00 -0400 1992,Wed Oct 27 00:00:00 -0400 2004,1,41,047,3025 LANCASTER DRIVE NE,Salem (N),OR,97305,Supercenter,44.964543,-122.983526
1785,Fri Apr 30 00:00:00 -0400 1993,,,33,011,254 LOWELL ROAD,Hudson,NH,03051,Wal-Mart,42.72595,-71.423808
